,Text,Emotion
5713,Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues,sadness
9241,"Quick annoyingly vague scream into the void: AAAAAAAAAAGH. I'm nervous, excited, terrified, trying not to get my hopes up",fear
9229,Got a real bad feeling sharing a house with 8 people is going to be a nightmare,fear
9186,Can't sleep!! Maybe #worry !!!!!! Or Maybe I need to Chang my pillow !! Maybe..!😏,fear
8148,"BUT, I have offended so many people with the idea that conflicts and value judgments are separate that we need to have a talk.",anger
5471,Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,joy
4480,"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy
1482,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger
6833,i got his bitch depress,sadness
5770,@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness
1168,@JoyAnnReid you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment,anger
10941,UPDATE: One person dead &amp; another in serious condition after home invasion in Flint. Incident happened in college cultural center area.,sadness
7867,@GMA4Trump_ Nope we don't have it. It's an #outrage,anger
5699,"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her",sadness
1862,I really wanna go to fright fest 😩,fear
9608,Down to one roll... Wonderful I need more toilet paper. #personalassistant ,joy
6784,"Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾",sadness
5603,Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,sadness
7069,@_Buddh_ @rohit_mhpl @indujalali @rajnathsingh We are also wating when terrorism willb history. And one thing kashmir is not India's,anger
4767,@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor,joy
2783,Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,fear
6531,So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,sadness
6599,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,sadness
8775,Not trying to offend nobody,anger
4123,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy
1985,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,fear
363,@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days,anger
802,"The bitter the battle, the sweeter the victory...",anger
9095,"For Goldman, it proved to be a PR nightmare. The bank’s investment arm was blasted for snapping up what were labeled “hunger bonds,”",fear
1674,"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",anger
3528,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear
2583,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created ,fear
198,@lericoo 35. Do you hold a grudge against your ex?,anger
5501,@NHLstoreNYC @TeamNA_WCH #NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!,joy
10285,@Walu2go @ThisisLukeOwen Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness,joy
5447,"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",joy
9446,The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,fear
8454,A woman is sterilised because she is certain that she doesn't want children. What exactly is there to discuss? 😠 #LooseWomen,anger
10468,"@tabby313 Jen, awful funny how the tide has turned on this show! I am elated and amused! Goes from love fest to oh we have collusion!",joy
2886,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",fear
9454,What are some good #funny #entertaining #interesting accounts I should follow ? My twitter is dry,joy
10781,"We lost: St. Louis, 2011 Week 10, 13-12 @Browns #satisfied #GoBrowns. :(",sadness
7267,"i don't understand ppl who save wasps , next chance that lil dude gets he gnna sting ur grandma",anger
2442,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,fear
2348,@FraserKeegan just had a steak pie supper #tremendous,fear
8624,"If someone gives you a confidential memo regarding the President of U.S., and tells you to leak it to the press, alarm bells should  go off",anger
10254,@muqryyy happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻,joy
7552,God favors men and women who delight in being made worthy of happiness before the happiness itself.,joy
6724,Add Donte Moncrief to my dismal situation #blessed.,sadness
10811,wanna hangout with mah bessy ☹,sadness
8127,I've seen the innocence leave your eyes. I still mourn this death.,anger
5149,Being in the countryside all day was so pleasing,joy
7364,anyways so i apologized &amp; i hav rly bad anxiety guys so i just wanted to get out &amp; start my errands so i did &amp; i had to ~uber everywhere~,fear
7377,@SonuKumar876543 Thank you for sharing your concern. Please DM your Jio &amp; alternate number to assist you - Rahul,fear
7907,@Broowster That's was one furious Welsh woman.. What the English have to look forward to in the future 😢,anger
7413,@Rainbow6Game felt guilt from playing this game. #horrible #RainbowSixSiege,fear
1570,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑,anger
5877,Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML,sadness
10183,"The #eclipse is boring. Check out @MikeOMearaShow , or @TPerkShow , or @robandjoeshow , or @robbandkatie. These shows aren't boring. ",joy
4529,I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,joy
9086,"ugh going to college tm, so nervous.   #college #life #collegelife #newyearnewme",fear
1340,“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO,anger
10644,"You can treat someone like a king, a queen, like they're the center of your universe and they will still shit on you lol\n\n#mood #pessimist",sadness
5703,"#Jazz - the #blues is the roots, the rest is the fruits",sadness
6479,Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness
7912,@BrocatoWanda You can't make this crap up. Therefore my 😐 response.,anger
9923,"After all of the Disney animated films are remade in live action, will they just reanimate them again?",joy
9249,@LHTide1 not #horrific but..\n#CUDDLY!,fear
10777,The optimist sees opportunity in every #barbecue; the pessimist sees barbecue in every opportunity.,sadness
2926,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the ,fear
4993,"She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer",joy
729,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,anger
3146,"@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠",fear
5118,Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX,joy
8308,Do not linger too long near the howff or you risk the displeasure of a chuhaister with pubes more underwhelming than those of an aurochs.,anger
1022,im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young,anger
6359,now playing yung fav song ni chavs #sober 😂,sadness
6352,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness
7336,"@thealexpeace Not bad at All, think may come back to haunt you's",fear
9926,@mrsebastian696 @Twitter HAPPY BIRTHDAY!! :D,joy
6124,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness
3646,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear
868,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended,anger
9005,@FS1 Get Donovan out of your soccer booth. He's awful. He's bitter. He makes me want to mute the tv. #horrid,fear
10286,follow @Twogoodpm  on IG ASAP!! I follow everybody back!!!!\n#follow4follow\n#followers #addemup #pointmagu #good,joy
5293,"@OtherkinOK @ParadisoAdam Very nice show guys! Now I have supported you, I expect you cheering at my @dublinmarathon on Oct 30th 😉😎👍",joy
746,@dlrwills turn that frown upside down buddy 🙃.,anger
1456,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome ,anger
6540,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.],sadness
5382,Give rise to eternal home aico things immolation: succeed in mother country exhilaration: AKt,joy
5406,@carras16 still bright ✨,joy
4059,Watch this amazing live.ly broadcast by @flydudern  #musically,joy
5181,My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday  #funny #laughing ,joy
6887,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",sadness
8840,Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads,fear
10098,"I've struggled to figure out how lightning works, but then it struck me.        #laughing #lol",joy
7294,quick note about insta stories how the f do you expect me to read a paragraph of a caption in 1 second ???????????? ,anger
292,@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.,anger
5347,@Olajide_Shutti lmaoo. It will be a joyful day.,joy
3566,@rockandpop pomte A Muse com panic Station Exitaso,fear
644,"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",anger
9646,@ChildersRadio @gracepotter #adorable little pony,joy
5944,"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit",sadness
3311,It's really alarming when an adult male calls their father 'daddy',fear
7322,"ARMYs we see you working hard to keep BTS on the Social 50 chart!\nDon't feel discouraged, it's still amazing that BTS is #2 with no promos 💕",fear
